"","Original Position","Primary Prefix","Alternate Prefix","Local Identifier","Entity Identifier (e.g., IRI)","Identifier Namespace Path if Different","Identifier Resolution - Computable (y/n)","Identifier Resolution - Human Viewable (y/n)","Different Namespace for Human Readable Pages","Homepage","Description","Title","Source URL"
"381",365,"qu","","","http://purl.oclc.org/NET/ssnx/qu/qu","http://purl.oclc.org/NET/ssnx/qu/qu#","","","","","","Quantity Kinds and Units",""
"382",366,"qudt","","","http://qudt.org/schema/qudt","http://qudt.org/schema/qudt#","","","","","","Quantities, Units, Dimensions and Types",""
"383",367,"r4r","","","http://guava.iis.sinica.edu.tw/r4r","http://guava.iis.sinica.edu.tw/r4r/","","","","","","Relations for Reusing (R4R) Ontology",""
"384",368,"radion","","","http://www.w3.org/ns/radion#","http://www.w3.org/ns/radion#","","","","","","Repository Asset Distribution",""
"385",369,"raul","","","http://vocab.deri.ie/raul","http://purl.org/NET/raul#","","","","","","RAUL Vocabulary",""
"386",370,"rdaa","","","http://rdaregistry.info/Elements/a","http://rdaregistry.info/Elements/a/","","","","","","RDA Agent properties",""
"387",371,"rdac","","","http://rdaregistry.info/Elements/c","http://rdaregistry.info/Elements/c/","","","","","","RDA Classes",""
"388",372,"rdae","","","http://rdaregistry.info/Elements/e","http://rdaregistry.info/Elements/e/","","","","","","RDA Expression properties",""
"389",373,"rdafrbr","","","http://rdvocab.info/uri/schema/FRBRentitiesRDA","http://rdvocab.info/uri/schema/FRBRentitiesRDA/","","","","","","FRBR Entities for RDA",""
"390",374,"rdag1","","","http://rdvocab.info/Elements","http://rdvocab.info/Elements/","","","","","","RDA Group 1 Elements",""
"391",375,"rdag2","","","http://rdvocab.info/ElementsGr2","http://rdvocab.info/ElementsGr2/","","","","","","RDA Group 2 Elements",""
"392",376,"rdag3","","","http://rdvocab.info/ElementsGr3","http://rdvocab.info/ElementsGr3/","","","","","","RDA Group 3 Elements",""
"393",377,"rdai","","","http://rdaregistry.info/Elements/i","http://rdaregistry.info/Elements/i/","","","","","","RDA Item properties",""
"394",378,"rdam","","","http://rdaregistry.info/Elements/m","http://rdaregistry.info/Elements/m/","","","","","","RDA Manifestation properties",""
"395",379,"rdarel","","","http://rdvocab.info/RDARelationshipsWEMI","http://rdvocab.info/RDARelationshipsWEMI/","","","","","","RDA Relationships for Works, Expressions, Manifestations, Items",""
"396",380,"rdarel2","","","http://metadataregistry.org/uri/schema/RDARelationshipsGR2","http://metadataregistry.org/uri/schema/RDARelationshipsGR2/","","","","","","RDA Relationships GR2",""
"397",381,"rdarole","","","http://rdvocab.info/roles","http://rdvocab.info/roles/","","","","","","RDA Roles",""
"398",382,"rdau","","","http://rdaregistry.info/Elements/u","http://rdaregistry.info/Elements/u/","","","","","","RDA Unconstrained properties",""
"399",383,"rdaw","","","http://rdaregistry.info/Elements/w","http://rdaregistry.info/Elements/w/","","","","","","RDA Work properties",""
"400",384,"rdf","","","http://www.w3.org/1999/02/22-rdf-syntax-ns#","http://www.w3.org/1999/02/22-rdf-syntax-ns#","","","","","","The RDF Concepts Vocabulary",""
"401",385,"rdfa","","","http://www.w3.org/ns/rdfa#","http://www.w3.org/ns/rdfa#","","","","","","RDFa Vocabulary for Term and Prefix Assignment, and for Processor Graph Reporting",""
"402",386,"rdfg","","","http://www.w3.org/2004/03/trix/rdfg-1/","http://www.w3.org/2004/03/trix/rdfg-1/","","","","","","Graph",""
"403",387,"rdfs","","","http://www.w3.org/2000/01/rdf-schema#","http://www.w3.org/2000/01/rdf-schema#","","","","","","The RDF Schema vocabulary",""
"404",388,"rec","","","http://purl.org/ontology/rec/core#","http://purl.org/ontology/rec/core#","","","","","","Recommendation Ontology",""
"405",389,"rec54","","","http://www.w3.org/2001/02pd/rec54#","http://www.w3.org/2001/02pd/rec54#","","","","","","Model of the W3C Process",""
"406",390,"reco","","","http://purl.org/reco#","http://purl.org/reco#","","","","","","RECommendations Ontology",""
"407",391,"reegle","","","http://reegle.info/schema","http://reegle.info/schema#","","","","","","Renewable Energy and Energy Efficiency",""
"408",392,"rel","","","http://purl.org/vocab/relationship/","http://purl.org/vocab/relationship/","","","","","","Relationship",""
"409",393,"remetca","","","http://www.purl.org/net/remetca#","http://www.purl.org/net/remetca#","","","","","","ReMetCa Ontology",""
"410",394,"rev","","","http://purl.org/stuff/rev#","http://purl.org/stuff/rev#","","","","","","Review Vocabulary",""
"411",395,"rlog","","","http://persistence.uni-leipzig.org/nlp2rdf/ontologies/rlog#","http://persistence.uni-leipzig.org/nlp2rdf/ontologies/rlog#","","","","","","RDF Logging Ontology",""
"412",396,"ro","","","http://purl.org/wf4ever/ro","http://purl.org/wf4ever/ro#","","","","","","The Research Object Ontology",""
"413",397,"rov","","","http://www.w3.org/ns/regorg","http://www.w3.org/ns/regorg#","","","","","","Registered Organization Vocabulary",""
"414",398,"rr","","","http://www.w3.org/ns/r2rml#","http://www.w3.org/ns/r2rml#","","","","","","RDB to RDF Mapping Language Schema",""
"415",399,"rss","","","http://purl.org/rss/1.0","http://purl.org/rss/1.0/","","","","","","Vocabulary for Rich Site Summary (RSS) 1.0",""
"416",400,"ru","","","http://purl.org/imbi/ru-meta.owl","http://purl.org/imbi/ru-meta.owl#","","","","","","Representational Units Metadata Ontology",""
"417",401,"ruto","","","http://rdfunit.aksw.org/ns/core#","http://rdfunit.aksw.org/ns/core#","","","","","","Test-Driven Data Debugging Ontology",""
"418",402,"s4ac","","","http://ns.inria.fr/s4ac/v2","http://ns.inria.fr/s4ac/v2#","","","","","","Social Semantic SPARQL Security For Access Control Ontology",""
"419",403,"sam","","","http://def.seegrid.csiro.au/isotc211/iso19156/2011/sampling","http://def.seegrid.csiro.au/isotc211/iso19156/2011/sampling#","","","","","","The Sampling Features Schema Vocabulary",""
"420",404,"sao","","","http://salt.semanticauthoring.org/ontologies/sao","http://salt.semanticauthoring.org/ontologies/sao#","","","","","","SALT Annotation Ontology",""
"421",405,"saws","","","http://purl.org/saws/ontology","http://purl.org/saws/ontology#","","","","","","Sharing Ancient Wisdoms Ontology",""
"422",406,"sbjo","","","http://ns.nature.com/subjects/","http://ns.nature.com/subjects/","","","","","","Subjects Ontology",""
"423",407,"schema","","","http://schema.org/","http://schema.org/","","","","","","Schema.org vocabulary",""
"424",408,"scip","","","http://lod.taxonconcept.org/ontology/sci_people.owl","http://lod.taxonconcept.org/ontology/sci_people.owl#","","","","","","Scientific People Ontology",""
"425",409,"scoro","","","http://purl.org/spar/scoro/","http://purl.org/spar/scoro/","","","","","","Scholarly Contributions and Roles Ontology",""
"426",410,"scot","","","http://rdfs.org/scot/ns#","http://rdfs.org/scot/ns#","","","","","","Social Semantic Cloud of Tags",""
"427",411,"scovo","","","http://vocab.deri.ie/scovo","http://purl.org/NET/scovo#","","","","","","The Statistical Core Vocabulary",""
"428",412,"scsv","","","http://vocab.deri.ie/scsv","http://purl.org/NET/schema-org-csv#","","","","","","Schema.org CSV",""
"429",413,"sd","","","http://www.w3.org/ns/sparql-service-description","http://www.w3.org/ns/sparql-service-description#","","","","","","SPARQL 1.1 Service Description",""
"430",414,"sdmx","","","http://purl.org/linked-data/sdmx","http://purl.org/linked-data/sdmx#","","","","","","SDMX-RDF vocabulary",""
"431",415,"sdmx-code","","","http://purl.org/linked-data/sdmx/2009/code","http://purl.org/linked-data/sdmx/2009/code#","","","","","","SDMX Code",""
"432",416,"sdmx-dimension","","","http://purl.org/linked-data/sdmx/2009/dimension","http://purl.org/linked-data/sdmx/2009/dimension#","","","","","","SDMX Dimension",""
"433",417,"sdo","","","http://salt.semanticauthoring.org/ontologies/sdo","http://salt.semanticauthoring.org/ontologies/sdo#","","","","","","SALT Document Ontology",""
"434",418,"search","","","http://vocab.deri.ie/search","http://sindice.com/vocab/search#","","","","","","Sindice Search Vocabulary",""
"435",419,"seas","","","http://purl.org/NET/seas","http://purl.org/NET/seas#","","","","","","SEAS ontology",""
"436",420,"security","","","http://securitytoolbox.appspot.com/securityMain","http://securitytoolbox.appspot.com/securityMain#","","","","","","Security Ontology",""
"437",421,"sem","","","http://semanticweb.cs.vu.nl/2009/11/sem/","http://semanticweb.cs.vu.nl/2009/11/sem/","","","","","","The SEM Ontology",""
"438",422,"semio","","","http://www.lingvoj.org/semio.rdf","http://www.lingvoj.org/semio#","","","","","","Semio, an ontology of signs",""
"439",423,"seq","","","http://www.ontologydesignpatterns.org/cp/owl/sequence.owl","http://www.ontologydesignpatterns.org/cp/owl/sequence.owl#","","","","","","Sequence Pattern",""
"440",424,"service","","","http://purl.org/ontology/service","http://purl.org/ontology/service#","","","","","","The Service Ontology",""
"441",425,"sf","","","http://www.opengis.net/ont/sf","http://www.opengis.net/ont/sf#","","","","","","Simplified Features Geometry",""
"442",426,"shoah","","","http://dati.cdec.it/lod/shoah/","http://dati.cdec.it/lod/shoah/","","","","","","Shoah Vocabulary Specification",""
"443",427,"shw","","","http://paul.staroch.name/thesis/SmartHomeWeather.owl#","http://paul.staroch.name/thesis/SmartHomeWeather.owl#","","","","","","Smart Home Weather",""
"444",428,"sim","","","http://purl.org/ontology/similarity/","http://purl.org/ontology/similarity/","","","","","","The Similarity Ontology",""
"445",429,"sio","","","http://semanticscience.org/ontology/sio.owl","http://semanticscience.org/resource/","","","","","","Semanticscience Integrated Ontology",""
"446",430,"sioc","","","http://rdfs.org/sioc/ns#","http://rdfs.org/sioc/ns#","","","","","","Semantically-Interlinked Online Communities",""
"447",431,"situ","","","http://www.ontologydesignpatterns.org/cp/owl/situation.owl","http://www.ontologydesignpatterns.org/cp/owl/situation.owl#","","","","","","Situation Pattern",""
"448",432,"skos","","","http://www.w3.org/2004/02/skos/core","http://www.w3.org/2004/02/skos/core#","","","","","","Simple Knowledge Organization System",""
"449",433,"skosxl","","","http://www.w3.org/2008/05/skos-xl","http://www.w3.org/2008/05/skos-xl#","","","","","","SKOS eXtension for Labels",""
"450",434,"smg","","","http://ns.cerise-project.nl/energy/def/cim-smartgrid","http://ns.cerise-project.nl/energy/def/cim-smartgrid#","","","","","","CERISE CIM Profile for Smart Grids",""
"451",435,"snarm","","","http://rdf.myexperiment.org/ontologies/snarm/","http://rdf.myexperiment.org/ontologies/snarm/","","","","","","Simple Network Access Rights Management Ontology",""
"452",436,"sor","","","http://purl.org/net/soron","http://purl.org/net/soron/","","","","","","SORON: Social Relationships ONtology",""
"453",437,"sp","","","http://spinrdf.org/sp","http://spinrdf.org/sp#","","","","","","SPIN SPARQL Syntax",""
"454",438,"spatial","","","http://geovocab.org/spatial","http://geovocab.org/spatial#","","","","","","NeoGeo Spatial Ontology",""
"455",439,"spcm","","","http://spi-fm.uca.es/spdef/models/deployment/spcm/1.0","http://spi-fm.uca.es/spdef/models/deployment/spcm/1.0#","","","","","","Software Process Control Model",""
"456",440,"spfood","","","http://kmi.open.ac.uk/projects/smartproducts/ontologies/food.owl","http://kmi.open.ac.uk/projects/smartproducts/ontologies/food.owl#","","","","","","SmartProducts Food Domain Model",""
"457",441,"spin","","","http://spinrdf.org/spin","http://spinrdf.org/spin#","","","","","","SPIN Inferencing Vocabulary",""
"458",442,"sport","","","http://www.bbc.co.uk/ontologies/sport","http://www.bbc.co.uk/ontologies/sport/","","","","","","BBC Sport Ontology",""
"459",443,"spt","","","http://spitfire-project.eu/ontology/ns","http://spitfire-project.eu/ontology/ns/","","","","","","SPITFIRE Ontology",""
"460",444,"sql","","","http://ns.inria.fr/ast/sql#","http://ns.inria.fr/ast/sql#","","","","","","SQL Abstract Syntax Trees Vocabulary",""
"461",445,"sro","","","http://salt.semanticauthoring.org/ontologies/sro","http://salt.semanticauthoring.org/ontologies/sro#","","","","","","SALT Rhetorical Ontology",""
"462",446,"ssn","","","http://www.w3.org/2005/Incubator/ssn/ssnx/ssn","http://purl.oclc.org/NET/ssnx/ssn#","","","","","","Semantic Sensor Network Ontology",""
"463",447,"ssso","","","http://purl.org/ontology/ssso","http://purl.org/ontology/ssso#","","","","","","Simple Service Status Ontology",""
"464",448,"st","","","http://semweb.mmlab.be/ns/stoptimes#Ontology","http://semweb.mmlab.be/ns/stoptimes#","","","","","","The Stop Times ontology",""
"465",449,"stac","","","http://securitytoolbox.appspot.com/stac","http://securitytoolbox.appspot.com/stac#","","","","","","Security Toolbox : Attacks and Countermeasures",""
"466",450,"stories","","","http://purl.org/ontology/stories/","http://purl.org/ontology/stories/","","","","","","Stories Ontology",""
"467",451,"swc","","","http://data.semanticweb.org/ns/swc/ontology","http://data.semanticweb.org/ns/swc/ontology#","","","","","","Semantic Web Conference Ontology",""
"468",452,"swp","","","http://www.w3.org/2004/03/trix/swp-1","http://www.w3.org/2004/03/trix/swp-1/","","","","","","Graph Authority",""
"469",453,"swpm","","","http://spi-fm.uca.es/spdef/models/deployment/swpm/1.0","http://spi-fm.uca.es/spdef/models/deployment/swpm/1.0#","","","","","","Software Work Product Model",""
"470",454,"swpo","","","http://sw-portal.deri.org/ontologies/swportal","http://sw-portal.deri.org/ontologies/swportal#","","","","","","Semantic Web Portal Ontology",""
"471",455,"swrc","","","http://swrc.ontoware.org/ontology-07","http://swrc.ontoware.org/ontology#","","","","","","Semantic Web for Research Communities",""
"472",456,"swrl","","","http://www.w3.org/2003/11/swrl","http://www.w3.org/2003/11/swrl#","","","","","","Semantic Web Rule Language",""
"473",457,"tac","","","http://ns.bergnet.org/tac/0.1/triple-access-control","http://ns.bergnet.org/tac/0.1/triple-access-control#","","","","","","TripleAccessControl Ontology",""
"474",458,"tag","","","http://www.holygoat.co.uk/owl/redwood/0.1/tags/","http://www.holygoat.co.uk/owl/redwood/0.1/tags/","","","","","","Tag ontology",""
"475",459,"tao","","","http://vocab.deri.ie/tao","http://vocab.deri.ie/tao#","","","","","","Trust Assertion Ontology",""
"476",460,"taxon","","","http://purl.org/biodiversity/taxon/","http://purl.org/biodiversity/taxon/","","","","","","TaxonMap Ontology",""
"477",461,"te","","","http://www.w3.org/2006/time-entry","http://www.w3.org/2006/time-entry#","","","","","","Time Entry",""
"478",462,"teach","","","http://linkedscience.org/teach/ns#","http://linkedscience.org/teach/ns#","","","","","","Teaching Core Vocabulary Specification",""
"479",463,"test","","","http://www.w3.org/2006/03/test-description","http://www.w3.org/2006/03/test-description#","","","","","","Test Metadata",""
"480",464,"theatre","","","http://purl.org/theatre#","http://purl.org/theatre#","","","","","","Theatre Ontology",""
"481",465,"thors","","","http://resource.geosciml.org/ontology/timescale/thors","http://resource.geosciml.org/ontology/timescale/thors#","","","","","","The Temporal Ordinal Reference Systems",""
"482",466,"ti","","","http://www.ontologydesignpatterns.org/cp/owl/timeinterval.owl","http://www.ontologydesignpatterns.org/cp/owl/timeinterval.owl#","","","","","","The Time Interval Pattern",""
"483",467,"time","","","http://www.w3.org/2006/time","http://www.w3.org/2006/time#","","","","","","Time Ontology",""
"484",468,"tio","","","http://purl.org/tio/ns#","http://purl.org/tio/ns#","","","","","","The Tickets Ontology",""
"485",469,"tis","","","http://www.ontologydesignpatterns.org/cp/owl/timeindexedsituation.owl","http://www.ontologydesignpatterns.org/cp/owl/timeindexedsituation.owl","","","","","","Time Indexed Situation",""
"486",470,"tisc","","","http://www.observedchange.com/tisc/ns#","http://observedchange.com/tisc/ns#","","","","","","Open Time and Space Core Vocabulary",""
"487",471,"tl","","","http://purl.org/NET/c4dm/timeline.owl","http://purl.org/NET/c4dm/timeline.owl#","","","","","","The Timeline Ontology",""
"488",472,"tm","","","http://def.seegrid.csiro.au/isotc211/iso19108/2002/temporal","http://def.seegrid.csiro.au/isotc211/iso19108/2002/temporal#","","","","","","A vocabulary for temporal objects in Geographic Information",""
"489",473,"tmo","","","http://www.w3.org/2001/sw/hcls/ns/transmed/","http://www.w3.org/2001/sw/hcls/ns/transmed/","","","","","","Translational Medicine Ontology",""
"490",474,"topo","","","http://data.ign.fr/def/topo","http://data.ign.fr/def/topo#","","","","","","Ontologie des éléments du territoire et de ses infrastructures de l'IGN",""
"491",474,"topo","","","http://data.ign.fr/def/topo","http://data.ign.fr/def/topo#","","","","","","An ontology for describing territory elements an infrastructure at French Mapping Agency.",""
"492",475,"tp","","","http://tour-pedia.org/download/tp.owl","http://tour-pedia.org/download/tp.owl#","","","","","","Tourpedia Ontology",""
"493",476,"traffic","","","http://www.sensormeasurement.appspot.com/ont/transport/traffic","http://www.sensormeasurement.appspot.com/ont/transport/traffic#","","","","","","Road Traffic Management",""
"494",477,"trait","","","http://contextus.net/ontology/ontomedia/ext/common/trait#","http://contextus.net/ontology/ontomedia/ext/common/trait#","","","","","","OntoMedia Trait Representation",""
"495",478,"transit","","","http://vocab.org/transit/terms/","http://vocab.org/transit/terms/","","","","","","TRANSIT",""
"496",479,"tsioc","","","http://rdfs.org/sioc/types#","http://rdfs.org/sioc/types#","","","","","","SIOC Types Ontology Module",""
"497",480,"turismo","","","http://idi.fundacionctic.org/cruzar/turismo","http://idi.fundacionctic.org/cruzar/turismo#","","","","","","Ontología de Turismo para el Ayuntamiento de Zaragoza",""
"498",481,"tvc","","","http://www.essepuntato.it/2012/04/tvc","http://www.essepuntato.it/2012/04/tvc/","","","","","","The Time-indexed Value in Context",""
"499",482,"txn","","","http://lod.taxonconcept.org/ontology/txn.owl","http://lod.taxonconcept.org/ontology/txn.owl#","","","","","","TaxonConcept Ontology",""
"500",483,"tzont","","","http://www.w3.org/2006/timezone","http://www.w3.org/2006/timezone#","","","","","","Time Zone Ontology",""
"501",484,"uby","","","http://purl.org/olia/ubyCat.owl","http://purl.org/olia/ubyCat.owl#","","","","","","ubyCat.owl",""
"502",485,"uco","","","http://purl.org/uco/ns#","http://purl.org/uco/ns#","","","","","","Used Cars Ontology",""
"503",486,"ui","","","http://www.w3.org/ns/ui","http://www.w3.org/ns/ui#","","","","","","A user interface ontology",""
"504",487,"umbel","","","http://umbel.org/umbel","http://umbel.org/umbel#","","","","","","Upper Mapping and Binding Exchange Layer",""
"505",488,"uneskos","","","http://purl.org/umu/uneskos","http://purl.org/umu/uneskos#","","","","","","UNESKOS Vocabulary",""
"506",489,"uniprot","","","http://purl.uniprot.org/core/","http://purl.uniprot.org/core/","","","","","","Uniprot Core Ontology",""
"507",490,"uri4uri","","","http://uri4uri.net/vocab","http://uri4uri.net/vocab#","","","","","","URI Vocabulary",""
"508",491,"va","","","http://code-research.eu/ontology/visual-analytics","http://code-research.eu/ontology/visual-analytics#","","","","","","The Visual Analytics Vocabulary",""
"509",492,"vaem","","","http://www.linkedmodel.org/schema/vaem","http://www.linkedmodel.org/schema/vaem#","","","","","","Vocabulary for Attaching Essential Metadata",""
"510",493,"vag","","","http://www.essepuntato.it/2013/10/vagueness","http://www.essepuntato.it/2013/10/vagueness/","","","","","","The Vagueness Ontology",""
"511",494,"vann","","","http://purl.org/vocab/vann/","http://purl.org/vocab/vann/","","","","","","VANN: A vocabulary for annotating vocabulary descriptions",""
"512",495,"vcard","","","http://www.w3.org/2006/vcard/ns","http://www.w3.org/2006/vcard/ns#","","","","","","An Ontology for vCards",""
"513",496,"vdpp","","","http://data.lirmm.fr/ontologies/vdpp","http://data.lirmm.fr/ontologies/vdpp#","","","","","","Vocabulary for Dataset Publication Projects",""
"514",497,"vgo","","","http://purl.org/net/VideoGameOntology","http://purl.org/net/VideoGameOntology#","","","","","","The Video Game Ontology",""
"515",498,"vin","","","http://www.w3.org/TR/2003/PR-owl-guide-20031209/wine","http://www.w3.org/TR/2003/PR-owl-guide-20031209/wine#","","","","","","Wine Ontology",""
"516",499,"vivo","","","http://vivoweb.org/ontology/core","http://vivoweb.org/ontology/core#","","","","","","VIVO Core Ontology",""
"517",500,"vmm","","","http://spi-fm.uca.es/spdef/models/genericTools/vmm/1.0","http://spi-fm.uca.es/spdef/models/genericTools/vmm/1.0#","","","","","","Visual Modeling tool Model",""
"518",501,"voaf","","","http://purl.org/vocommons/voaf","http://purl.org/vocommons/voaf#","","","","","","Vocabulary of a Friend",""
"519",502,"voag","","","http://voag.linkedmodel.org/schema/voag","http://voag.linkedmodel.org/voag#","","","","","","Vocabulary Of Attribution and Governance",""
"520",503,"void","","","http://vocab.deri.ie/void","http://rdfs.org/ns/void#","","","","","","Vocabulary of Interlinked Datasets",""
"521",504,"voidwh","","","http://www.ics.forth.gr/isl/VoIDWarehouse/VoID_Extension_Schema.owl","http://www.ics.forth.gr/isl/VoIDWarehouse/VoID_Extension_Schema.owl","","","","","","Void Warehouse Ontology",""
"522",505,"vra","","","http://simile.mit.edu/2003/10/ontologies/vraCore3#","http://simile.mit.edu/2003/10/ontologies/vraCore3#","","","","","","RDFS Ontology for VRA",""
"523",506,"vrank","","","http://vocab.sti2.at/vrank","http://purl.org/voc/vrank#","","","","","","Vocabulary for Ranking",""
"524",507,"vs","","","http://www.w3.org/2003/06/sw-vocab-status/ns","http://www.w3.org/2003/06/sw-vocab-status/ns#","","","","","","SemWeb Vocab Status ontology",""
"525",508,"vso","","","http://purl.org/vso/ns","http://purl.org/vso/ns#","","","","","","Vehicle Sales Ontology",""
"526",509,"vvo","","","http://purl.org/vvo/ns#","http://purl.org/vvo/ns#","","","","","","Volkswagen Vehicles Ontology",""
"527",510,"wai","","","http://purl.org/wai#","http://purl.org/wai#","","","","","","Roles and Profiles Ontology",""
"528",511,"wdrs","","","http://www.w3.org/2007/05/powder-s","http://www.w3.org/2007/05/powder-s#","","","","","","Protocol for Web Description Resources",""
"529",512,"wf-invoc","","","http://purl.org/net/wf-invocation","http://purl.org/net/wf-invocation#","","","","","","Workflow Invocation Ontology",""
"530",513,"wfdesc","","","http://purl.org/wf4ever/wfdesc","http://purl.org/wf4ever/wfdesc#","","","","","","The Wfdesc ontology",""
"531",514,"wfm","","","http://purl.org/net/wf-motifs","http://purl.org/net/wf-motifs#","","","","","","The Workflow Motif Ontology",""
"532",515,"wfprov","","","http://purl.org/wf4ever/wfprov","http://purl.org/wf4ever/wfprov#","","","","","","The Wfprov Ontology",""
"533",516,"whisky","","","http://vocab.org/whisky/terms","http://vocab.org/whisky/terms/","","","","","","Whisky Ontology",""
"534",517,"whois","","","http://www.kanzaki.com/ns/whois","http://www.kanzaki.com/ns/whois#","","","","","","Who's who description vocabulary",""
"535",518,"wi","","","http://purl.org/ontology/wi/core#","http://purl.org/ontology/wi/core#","","","","","","The Weighted Interests Vocabulary",""
"536",519,"wikim","","","http://spi-fm.uca.es/spdef/models/genericTools/wikim/1.0","http://spi-fm.uca.es/spdef/models/genericTools/wikim/1.0#","","","","","","WIKI tool Model",""
"537",520,"wl","","","http://www.wsmo.org/ns/wsmo-lite#","http://www.wsmo.org/ns/wsmo-lite#","","","","","","WSMO-Lite Ontology",""
"538",521,"wlo","","","http://purl.org/ontology/wo/","http://purl.org/ontology/wo/","","","","","","BBC Wildlife Ontology",""
"539",522,"wo","","","http://purl.org/ontology/wo/core#","http://purl.org/ontology/wo/core#","","","","","","Weighting Ontology",""
"540",523,"wot","","","http://xmlns.com/wot/0.1/","http://xmlns.com/wot/0.1/","","","","","","Web Of Trust",""
"541",524,"xapi","","","http://purl.org/xapi/ontology#","http://purl.org/xapi/ontology#","","","","","","xAPI Controlled Vocabulary Ontology",""
"542",525,"xhv","","","http://www.w3.org/1999/xhtml/vocab","http://www.w3.org/1999/xhtml/vocab#","","","","","","XHTML Vocabulary",""
"543",526,"xkos","","","http://rdf-vocabulary.ddialliance.org/xkos","http://rdf-vocabulary.ddialliance.org/xkos#","","","","","","XKOS",""
"544",527,"xsd","","","http://www.w3.org/2001/XMLSchema","http://www.w3.org/2001/XMLSchema#","","","","","","XML Schema",""
"545",528,"zbwext","","","http://zbw.eu/namespaces/zbw-extensions","http://zbw.eu/namespaces/zbw-extensions/","","","","","","ZBW Extensions",""
